ID,Company Name,Job Title,Location,Job Description,url
26,Care Access,Data Engineer,"Remote, US","What We DoCare Access is a unique, multi-specialty network of research sites which operates as one connected team of physician investigators, nurse coordinators, and operations managers. Our goal is to engage every healthcare professional in clinical research and to make clinical trials a care option for every patient. By removing this bottleneck, Care Access is helping accelerate the approval and delivery of critical and life-saving therapies. Who We AreWe care. Our people are the engines behind our mission: to revolutionize access to clinical trials for the benefit of patients everywhere. We care for one another, find new ideas to accelerate medicine, and seed a long-term impact for generations.  Position OverviewOur technology team is searching for a data engineer to continue building and maintaining our data architecture. Your central responsibility as the data engineer will be to maintain and optimize our organizational data platform. Your duties may include understanding and framing data requirements, building platform and interfaces with various applications, supporting migration, troubleshooting data issues, and supporting governance and maintenance efforts. To succeed in this role, you should know how to examine new data system requirements, implement pipelines, and attend end-to-end enterprise data needs. The ideal candidate will also have proven experience constructing data architectures leveraging data lakes/marts, warehouses, databases.  What You'll Be Working OnDuties include but not limited to:●      Assist in the design, configuration, and implementation of effective data platform solutions and pipelines to store and retrieve company data across diverse applications, particularly with Azure stack, integrating with AWS (Amazon Web Services) and Google BigQuery. ●      Support database implementation procedures to ensure they comply with internal and external regulations (21 CFR Part 11). ●      Help install and organize information systems to guarantee company functionality, producing detailed topology. Assist in the migration of data from legacy systems to innovative solutions. ●      Monitor system performance by performing regular tests, troubleshooting, and integrating new features. ●      Address requirements from stakeholders to ensure data systems meet organizational needs. ●      Provide support and training to staff members. Respond to system problems in a timely manner. Physical and Travel Requirements●      This is a remote position with less than 10% travel requirements. Occasional planned travel may be required as part of the role.  What You BringKnowledge, Skills, and Abilities:●      Training and Education: Undergraduate education in Information Systems, Computer Science, or Engineering; OR relevant certifications for database administration or big data systems. ●      Experience: 2-4 years of experience in building, developing, deploying, and monitoring data systems to perform ETL/ELT processes. ●      Technical Proficiency:      ○      Strong knowledge of Azure data products and standard languages: Data Factory, Data Lake, Azure SQL Databases, Power BI, SQL, Python.      ○      Working experience with Databricks and Spark.      ○      Comfortable transforming data in standard formats: JSON, Parquet, HL7.      ○      Working knowledge of API connections. ●      Soft Skills: Excellent communication and technical writing skills.  Certifications/Licenses, Education, and Experience:●      2-4 years of experience working in the role of a data engineer or similar roles. ●      Experience using software development lifecycle, cloud infrastructure, database query, ETL, and continuous deployment.  Benefits (US Full-Time Employees Only)●      PTO/vacation days, sick days, holidays. ●      100% paid medical, dental, and vision Insurance. 75% for dependents.●      HSA plan●      Short-term disability, long-term disability, and life Insurance. ●      Culture of growth and equality●      401k retirement plan Diversity & InclusionWe serve patients and researchers from diverse cultures and communities around the world. We are stronger and better when we build a team representing the people we aim to support. We maintain an inclusive culture where people from a broad range of backgrounds feel valued and respected as they contribute to our mission. We value diversity and believe that unique contributions drive our success.  At Care Access, every day, we are advancing medical breakthroughs. We’re uniting standard patient care with cutting-edge treatments and research. Our work brings life-changing therapies to those in need and paves the way for newer and greater treatments to reach the world. We’re proud to advance these breakthroughs and work with the big players while engaging with thephysicians and caring for patients. We are an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, disability status, genetic information, protected veteran status, or any other characteristic protected by law. Care Access is unable to sponsor work visas at this time.Employment StatementCare Access complies with all employment laws and regulations with respect to its employment practices, terms and conditions of employment, and pay equity and wages. Care Access does not engage in any unfair or forced labor practice and does not tolerate, under any circumstances, the use of any form of forced or involuntary labor, child labor, or human trafficking. This extends to suppliers, partners, or other third parties with whom Care Access does business. Care Access values and promotes the protection of human rights everywhere.",https://jobs.lever.co/CareAccessResearch/9efd07cc-92ea-4afe-9873-3a2a353a8585
27,CesiumAstro,Digital Communications Architect,Remote,"Please Note: To conform with the United States Government Space Technology Export Regulations, the applicant must be a U.S. citizen, lawful permanent resident of the U.S., conditional resident, asylee or refugee (protected individuals as defined by 8 U.S.C. 1324b(a)(3)), or eligible to obtain the required authorizations from the U.S. Department of State.At CesiumAstro, we are developers and pioneers of out-of-the-box communication systems for satellites, UAVs, launch vehicles, and other space and airborne platforms. We take pride in our dynamic and cross-functional work environment, which allows us to learn, develop, and engage across our organization. If you are looking for hands-on, interactive, and autonomous work, CesiumAstro is the place for you. We are actively seeking passionate, collaborative, energetic, and forward-thinking individuals to join our team.We are looking for a highly skilled Digital Communications Architect with significant experience in high-speed digital, DSP, RF systems, and satellite communications. This role will be instrumental in driving new product concept development, providing technical leadership, and supporting our business development efforts including proposal responses. The ideal candidate will have a deep understanding of both the proposal and implementation phases of product development and a proven track record of successful leadership in complex systems and cross-functional teams.",https://jobs.lever.co/CesiumAstro/05773b08-f6c0-441b-81bf-453d673d634d
28,Chef Robotics,Applications Engineer,San Francisco,"Chef Robotics is on a mission to accelerate the advent of intelligent machines in the physical world. As the rise of LLMs like ChatGPT has shown, AI has the potential to drive immense change. However, we believe AI’s biggest impact will be in the physical world, given industries like manufacturing, food, and transportation represent 90% of global GDP. We're starting with food, with a goal to put an intelligent robot in every commercial kitchen in the world. We have signed multiple multi-year contracts with various large food companies and we are growing fast. We're backed by investors like Kleiner Perkins, Construct, Bloomberg BETA and Promus Ventures. We have a great team, where you will be surrounded by talented engineers and tech leaders from companies like Cruise, Zoox, Google, Verb Surgical, Tesla, Nuro, Vicarious, Amazon Robotics, Strateos, Built Robotics, Facebook, Plenty, Yelp, and Microsoft.Chef is seeking Applications Engineers to serve as a vital link between our customers and our engineering teams. In this role, you’ll work in the field with new customers’ engineering and manufacturing teams to understand their unique processes, challenges, and goals and help translate those needs into actionable insights for Chef’s hardware, software, and product teams. This is an opportunity to use your deep technical expertise and passion for robotics while having a direct impact on our sales process and our revenue stream. In this role, you’ll be responsible for managing one of the  core drivers of the company’s success: our relationships with our customers. If you’re excited about working in a customer-facing role on hard technical problems and you thrive in the fast-paced, dynamic environment of an early-stage startup, we’d love to hear from you. Please note that this is not a software applications engineering role. This is a customer facing role where you’ll be deployed at our customers’ facilities at least 50% of the time.",https://jobs.lever.co/ChefRobotics/58021b9c-af8e-4c96-a1fd-c4851cc64cf8
29,Coalfire,Cloud Infrastructure Engineer | Remote US,United States,"About CoalfireCoalfire is on a mission to make the world a safer place by solving our clients’ hardest cybersecurity challenges. We work at the cutting edge of technology to advise, assess, automate, and ultimately help companies navigate the ever-changing cybersecurity landscape. We are headquartered in Denver, Colorado with offices across the U.S. and U.K., and we support clients around the world.But that’s not who we are – that’s just what we do. We are thought leaders, consultants, and cybersecurity experts, but above all else, we are a team of passionate problem-solvers who are hungry to learn, grow, and make a difference.",https://jobs.lever.co/coalfire/136bf8cf-9f97-47ba-b1e2-8664f2a33c5f
30,Commonwealth Fusion Systems,Controls Software Engineer,"Milpitas, CA","About Commonwealth Fusion Systems: Commonwealth Fusion Systems is on a mission to deliver the urgent transition to fusion energy.Combining decades of research, top talent and new technologies, we’re designing and building commercially viable fusion power plants. And working with policymakers and suppliers to build the energy industry of the future. We’re in the best position to make it happen. Since 2018, we’ve raised over $2 billion in capital – more than any other fusion energy company in the U.S.Now we’re looking for more thinkers, doers, builders, and makers to join us. People who’ll bring new perspectives, solve tough problems, and thrive as part of a team. If that’s you and this role fits, we want to hear from you.Join the power movement as a Controls Software EngineerAs a Controls Engineer, you will be responsible for developing machine and operational concepts incollaboration with R&D staff and engineering peers. You will create a robust system architecture tosupport all controls components such as PLCs, safety devices, HMIs, servo drives, and more. For eachproject you will work from initial design all the way through commissioning, operational fine-tuning,and validation to ensure that all systems function reliably and meet their design goals. Additionally,you will work closely with cross-functional teams throughout the entire life cycle of the equipmentand its operation. You will work with simulation and test engineers to integrate your software intosoftware testbeds, hardware testbeds, and the tools.",https://jobs.lever.co/cfsenergy/40c13c30-dc73-41fb-ba86-efa2eff105b0
31,DN Tanks,Structural Engineer,"El Cajon, CA","Our culture is rooted in a shared vision — to help keep the world’s most precious resource safe — and in the core values that guide us in pursuing this vision and delivering on our mission to clients.We provide the highest quality liquid storage design and construction services at the best long-term value with an unrivaled customer experience. We have built over 3,500 pre-stressed concrete liquid storage tanks over the past 90 years around the country and world, as a result we have become the leader in the industry when it comes to quality and innovation. As a Structural Engineer at DN Tanks, you will be responsible for executing designs and providing technical support from project development through tank construction. A successful candidate must be both technically proficient and a great collaborator, along with being capable of supporting internal as well as external stakeholders.This is a great opportunity for a candidate ready to make an impact with a world-class team working on meaningful construction projects, and become a part of a design team utilizing industry leading Finite Element Analysis programs.",https://jobs.lever.co/dntanks/245c39fe-493a-4d9e-9986-17e2e2cdaf5a
32,Dynamo AI,ML Engineer — LLM Evaluation,"San Francisco, CA / France / London / New York, NY / Zürich","At Dynamo AI, we believe that LLMs must be developed with safety, privacy, and real-world responsibility in mind. Our ML team comes from a culture of academic research driven to democratize AI advancements responsibly. By operating at the intersection of ML research and industry applications, our team empowers Fortune 500 companies’ adoption of frontier research for their next generation of LLM products. Join us if you:• Wish to work on the premier platform for private and personalized LLMs. We provide the fastest end to end solution to deploy research in the real world with our fast-paced team of ML Ph.D.’s and builders, free of Big Tech / academic bureaucracy and constraints.• Are excited at the idea of democratizing state-of-the-art research on safe and responsible AI.• Are motivated to work at a 2023 CB Insights Top 100 AI Startup and see your impact on end customers in the timeframe of weeks not years.• Care about building a platform to empower fair, unbiased, and responsible development of LLMs and don’t accept the status quo of sacrificing user privacy for the sake of ML advancement.",https://jobs.lever.co/dynamoai/751ac495-92a8-4923-a46f-48cec38ea5cc
33,Dynamo AI,ML Research Scientist — LLM Safety,"San Francisco, CA / France / London / New York, NY / Zürich","At Dynamo AI, we believe that LLMs must be developed with safety, privacy, and real-world responsibility in mind. Our ML team comes from a culture of academic research driven to democratize AI advancements responsibly. By operating at the intersection of ML research and industry applications, our team empowers Fortune 500 companies’ adoption of frontier research for their next generation of LLM products. Join us if you:• Care about pushing the frontier of novel research on performant, responsible, and unbiased LLMs and don’t accept the status quo of helpfulness-safety tradeoffs.• Are excited at the idea of democratizing state-of-the-art research on safe and responsible AI and motivated to work at a  2023 CB Insights Top 100 AI Startup and see your impact on end customers in the timeframe of weeks not years.• Wish to work on the premier platform for compliant LLMs. We provide the fastest end to end solution to deploy research in the real world with our fast-paced team of ML Ph.D.’s and builders, free of Big Tech / academic bureaucracy and constraints.",https://jobs.lever.co/dynamoai/123f1c09-94af-439e-8f71-e93971ffbf0d
34,E-Space,System Architect,"Arlington, TX","Ready to make connectivity from space universally accessible, secure and actionable? Then you’ve come to the right place!E-Space is bridging Earth and space to enable hyper-scaled deployments of Internet of Things (IoT) solutions and services. We are building a highly-advanced low Earth orbit (LEO) space system that will fundamentally change the design, economics, manufacturing and service delivery associated with traditional satellite and terrestrial IoT systems.We’re intentional, we’re unapologetically curious and we’re 100% committed to innovate space-based communications and deliver actionable intelligence that will expand global economies, protect space and our planet and enhance our overall quality of life. As a System Architect - Networking, you will be responsible for designing the overall SDN/packet routing solution for our LEO network. In this role, you will leverage your 12+years of hands-on experience developing and designing routing, switching and SDN solution for SATCOM/Service provider networks.",https://jobs.lever.co/espace/db8be7bd-47c3-4b91-9a15-5e5aefb9a22c
35,Esper,"Software Engineer, Infrastructure",Remote,"Esper was founded in 2018 with the mission to empower dynamic and responsive policymaking in government. Esper’s goal is to align existing data, stakeholders and public policy goals to streamline the policymaking process at all levels of Government. We imagine a world where policymaking is driven by data and insights from all stakeholders and we are transforming traditional bureaucracy into a dynamic and flexible system that encourages innovation and collaboration. Esper is looking for an experienced Software Engineer, Infrastructure to join our team and play a key role in building and scaling our robust cloud infrastructure.As an early team member, you'll make a direct impact through: - Contributing to the development of core software systems used by all of engineering that bridge the gap between product development and infrastructure- Working with engineering leaders to understand and develop solutions addressing core technical concerns applicable to the engineering organization as a whole- Enabling developers to easily integrate with infrastructure systems and adhere to security and reliability best practices in a consistent, low friction manner through the development of software libraries, services, and tooling- Producing extensive documentation of core infrastructure systems- Developing tooling and automation that enables measurable improvements to developer efficiency- Making meaningful contributions to all areas of Esper's cloud infrastructure- Directly contributing to security best practices, regular audits, and compliance with federal and state security standardsQualifications:- - 3+ years of experience in a dedicated Platform, Infrastructure, or Cloud Engineering role- 5+ years of software engineering experience- Experience with automation and internal tools development- Strong programming skills in a language such as Java, Python, Go, or Rust- Desire to own critical infrastructure components that support vital functions such as monitoring, release and deployment, data integrity, networking, and security- Strong communication skills - you will be working closely with all of engineering to enable the rapid development and delivery of reliable, secure software- Ability to write clear, detailed technical documentationBonus Qualifications:- Experience managing infrastructure on AWS or similar cloud providers- Experience building GitOps pipelines- Experience building Internal Development Platforms (IDPs)- Experience with Docker and Kubernetes- Experience with Hashicorp Terraform or other Infrastructure-as-Code (IaC) tools- Experience optimizing Java/JVM application performance- Expertise in cloud architecture best practicesThis is a remote position where a candidate can reside in the following states. Arizona,  California,  Colorado, Connecticut, Georgia, Illinois, Iowa, Maryland, Massachusetts, Michigan, Missouri, New York, North Carolina, Ohio, Oregon, Texas, Virginia Washington, Washington, D.C or Wisconsin. Annual salary range: $145,000 - $180,000",https://jobs.lever.co/esper/6d704f95-246b-4fad-a6b5-03abf3de4ffc
36,Exa Labs Inc.,ML Research Engineer,"San Francisco, California","We're looking for an ML research engineer to train embedding models for perfect search over the web. The role involves dreaming up novel transformer-based search architectures, creating datasets, creating evals, beating our internal SOTA, and repeat!We're an SF team of ~20 engineers/researchers from Harvard, MIT, Apple, etc. We recently raised a $17m Series A from Lightspeed and Nvidia, and we just bought a $5m H200 cluster to train more models.------At Exa, we're training foundational models for search. Our goal is to build systems that can instantly filter the world's knowledge to exactly what you want, no matter how complex your query. Basically, put the web into an extremely powerful database.No other search engine can -- or is even trying -- to do this (SearchGPT, Google, Perplexity are innovating on the UI, not the search algorithm). And no other AI lab we know of is exploring this direction at web-scale. That means if we don't find novel methods for search, they won't be found. Our team has already made breakthroughs not seen in the literature, and we have more coming. Want to explore the search frontier with us?",https://jobs.lever.co/exa-labs/5914d0e5-b50f-4e94-a68c-a91979f7aafd
37,HONK,Software Engineer,Remote,"HONK is a fast growing technology company disrupting the roadside assistance space. We are a group of out of the box thinkers and doers, driven by an immense passion to challenge the old ways by working together to bring innovative changes that impact the lives of others. We work in a creative environment where everyday is rewarding knowing we’re assisting people in their true moment of need, stuck on the side of roads, helping them get back to conquering their day. HONK is looking for a dynamic fully remote Software Engineer to join our innovative team and contribute across a variety of projects. This role involves working closely with our full-stack engineers and UI/UX experts to develop APIs, enhance our back-end RoR systems, and improve our ML-based dispatch platforms. In our fast-paced, data-driven environment, you will play a key role in developing new products and pushing new code every day. If you are eager to expand your skill set, work with cutting-edge technology, and make a real impact, we’d love to hear from you!",https://jobs.lever.co/honkforhelp/558da58d-aadd-401c-9405-9553689725c2
38,HUMAN,Data Scientist,"New York, NY","HUMAN was founded in 2012 in a Brooklyn sci-fi bookstore by Tamer Hassan, Michael Tiffany, Dan Kaminsky, and Ash Kalb. Our humble beginnings led to the creation of the Human Defense Platform, the backbone of all our products that safeguards enterprises from sophisticated bots, fraud, and account abuse. Today we verify the humanity of more than 20 trillion interactions per week for some of the largest companies and internet platforms. Our hacker roots still permeate everything we do. You will be a part of the HUMAN front line in our commitment to protecting companies (and in turn, their customers) from both revenue and reputation risk caused by digital attacks. However, HUMAN is not the center of this story. Humans like yourself are. We firmly believe in putting people first. This approach spans our extensive total rewards package, inclusive of competitive compensation, benefits, stipends - as well as our  day-to-day culture - to ensure every human is empowered to do the best work of their life. We want to hear about the marathon you’re training for. We want to see pictures of your pets. We want to know your favorite robot (we have many). Even if you’re not a conventional “hacker” we can assure you that you are a hacker in your own right. We want to work with people like you who break down problems to build up better solutions. That’s what makes us HUMAN. You’ll be joining us at an exciting moment in the HUMAN story: we joined forces with PerimeterX in a market-changing merger, as well as recently acquired clean.io to enhance the Human Defense Platform. Together under the HUMAN brand, we will disrupt the economics of cybercrime. We hope you can join us in that mission.The Enterprise Research team at HUMAN is dedicated to protecting the internet by disrupting the economics of cybercrime.  Our team of Data Scientists research and develop algorithms to detect bots and fight fraud. We use statistical and machine learning techniques, in both offline and real-time infrastructures, to provide our customers with proactive security and insights into their attacks.We’re looking for a Data Scientist to join our team to support the full-cycle of fraud fighting: from the early stages of gathering business requirements and exploratory research to the development and deployment in production of statistical detection techniques. This role is at the intersection of data, technology, and business as we aspire to deeply understand how actors are perpetrating schemes and develop a powerful product to delight our customers.",https://jobs.lever.co/humansecurity/84213b1e-37d9-4178-a67d-18637ca6b247
39,Hadrian,Quality Systems Engineer,Los Angeles,"About Us:https://www.youtube.com/watch?v=tEUW3ljWX90Hadrian builds software-defined high-precision component factories for the top aerospace companies in the world. We are in search of individuals with the drive to augment manufacturing, helping enable our engineers to build complex, yet elegant software as well as machinists who have a passion for pushing the trade forward.Position OverviewThe Quality Systems Engineer will be a key player in ensuring Hadrian’s quality management processes meet both industry standards and specific customer requirements. This role involves close collaboration with customers to interpret and implement quality requirements within Hadrian’s production framework, with a focus on minimizing disruptions and proactively addressing quality concerns. The ideal candidate will have strong analytical skills, a customer-oriented approach, and experience in managing audits and compliance initiatives.",https://jobs.lever.co/hadrian/3c3af70d-4826-45f3-89ca-8d1ff8888043
40,Haus,Economist / Applied Scientist,"Mountain View, CA","About HausHaus is a first of its kind decision science platform for the new digital privacy paradigm where data sharing and PII is restricted. Haus uses frontier causal inference based econometric models to run experiments and help brands understand how the actions they take in marketing, pricing and promotions impact the bottom line. Our team is comprised of former product managers, economists and engineers from Google, Netflix, Amazon and Meta who saw how costly it is to support high-quality decision science tooling and incrementality testing. Our mission is to make this technology available to all businesses, where all the heavy lifting of experiment design, data cleaning, and analysis/insights are taken care of for you. Haus is working with well known brands like FanDuel, Sonos, and Hims & Hers, and has seen more than 30x ROI by running experiments and helping brands make more profitable decisions. We are backed by top VCs like Insight Partners, 01 Advisors, Baseline Ventures, and Haystack.What You'll DoYou will work closely with our existing and prospective enterprise customers to understand their problems and develop valuable solutions. Collaborating with other economists, applied scientists, and our engineering team, you will develop these solutions into products on our platform that will benefit our growing customer base.The ideal candidate is somebody who is both an effective economist/applied scientist and an excellent communicator, with an appreciation for the complexities of businesses and how they're run. You have the desire to work with customers and enjoy improving existing solutions as well as designing tailored solutions for customers.Please apply if you want to work with customers, provide real value, learn and do new things, and have a wide breadth of responsibility.",https://jobs.lever.co/haus/c218333c-ce7e-424e-955b-ed7074aa5fdc
41,Hermeus,Project Engineer,"Atlanta, GA","Hermeus is an aerospace and defense technology company founded to radically accelerate air travel by delivering hypersonic aircraft. The company aims to develop hypersonic aircraft quickly and cost-effectively by integrating hardware-rich, iterative development with modern computing and autonomy. This approach has been validated through design, build, and test of the company’s first combined turbojet-ramjet engine and is now being scaled through its first flight vehicle program, Quarterhorse. Hermeus is also developing Darkhorse — an uncrewed hypersonic aircraft designed to deliver unique asymmetric capabilities to the warfighter.  Hermeus is seeking a Project Engineer to play a crucial role in the development and execution of aircraft development projects, from the initial concept through to design, testing, and implementation. Working across multidisciplinary teams, the successful candidate will be responsible for planning and tracking program performance and execution of the aircraft projects.",https://jobs.lever.co/hermeus/41409d3c-30cb-448e-893e-69f210d63c0a
42,Hermeus,Aerodynamics Engineer,"Los Angeles, CA","Hermeus is an aerospace and defense technology company founded to radically accelerate air travel by delivering hypersonic aircraft. The company aims to develop hypersonic aircraft quickly and cost-effectively by integrating hardware-rich, iterative development with modern computing and autonomy. This approach has been validated through design, build, and test of the company’s first combined turbojet-ramjet engine and is now being scaled through its first flight vehicle program, Quarterhorse. Hermeus is also developing Darkhorse — an uncrewed hypersonic aircraft designed to deliver unique asymmetric capabilities to the warfighter.  We are seeking an exceptional Aerodynamics Engineer to contribute to the design and analysis of our hypersonic vehicles. As an Aerodynamics Engineer, you will play a crucial role in the development of advanced aerodynamic solutions for our hypersonic vehicles, ensuring optimal performance, stability, and efficiency during high-speed flight. Join our dynamic team and be part of the journey to create groundbreaking aerospace solutions.",https://jobs.lever.co/hermeus/7a143959-ead5-4553-865f-d2771a581fdd
43,Hermeus,MES Application Engineer,"Atlanta, GA / Los Angeles, CA","Hermeus is an aerospace and defense technology company founded to radically accelerate air travel by delivering hypersonic aircraft. The company aims to develop hypersonic aircraft quickly and cost-effectively by integrating hardware-rich, iterative development with modern computing and autonomy. This approach has been validated through design, build, and test of the company’s first combined turbojet-ramjet engine and is now being scaled through its first flight vehicle program, Quarterhorse. Hermeus is also developing Darkhorse — an uncrewed hypersonic aircraft designed to deliver unique asymmetric capabilities to the warfighter.  The MES Application Engineer role supports configuration, enhancement, interface, and operation of the Manufacturing Execution System (MES) as well as maintenance of our Manufacturing network and current and future software applications that support our manufacturing operations.",https://jobs.lever.co/hermeus/96a15f75-65b8-4d12-846a-9d1a8d182e55
44,Kaiber,Machine Learning Engineer,Remote,"Machine Learning Engineer🎨 About KaiberAt Kaiber, our mission is to empower humans with generative creative tools and discover what it means for humans and machines to make art together.Our product is a generative AI creative suite that enables creatives to make anything they imagined in a modular and composable platform with much more on the way.We also run Kaiber studio - a creative AI research studio. Our studio defines the next frontier of self expression with cutting edge technology and high visibility partnerships such as Linkin Park, Mike Shinoda, Kid Cudi, and Grimes.🚀Our customers use Kaiber to:Create music videosAnimate album art coversMake concert visualsCraft full-length filmsRepurpose content with an imaginative twist😤 Founding TeamKaiber was founded by Victor Wang (Goodwin, Inkly), Eric Gao (Facebook, Banner [YC]), Jacky Lu (Stripe), and Christine Zuniga (Tableau, MuleSoft). We are seeking a dynamic and product-focused Machine Learning Engineer who is passionate about advancing the creative arts. In this critical role, you'll leverage cutting-edge AI technologies to enhance our product, taking both ownership and initiative in research, developing, and deploying tools and experiences.What you’ll own:As a Machine Learning Engineer, you will stay at the very cutting edge of AI research and advancements, translating complexities into practical, creative, and usable features for our product and studio. You'll be working on a variety of projects, from improving existing functionalities to launching entirely new capabilities. You will actively collaborate with other teams, including product, design, and engineering.Your ExperienceYou have 4+ years of experience in AI, machine learning, or a related field.You have the ability to work in the U.S. time zones, though we consider candidates from anywhere.You have a passion for AI-driven generative art and a strong desire to push the boundaries of technology.You thrive in a dynamic, product-focused role and are comfortable balancing research with practical implementation.You have the ability to work independently and proactively solve problems.You are a leader who is passionate about building products and teams.You have a remote-first mindset but value occasional in-person meetings or events.Bonus:You are familiar with open-source generative AI tooling, such as comfyUI or a1111’s Stable Diffusion WebUI.Experience working within an applied research team or academic research team.💰Benefits:Generous Health, Dental, & Vision benefitsHighly competitive salary + equityUnlimited PTOAnnual team offsiteA passionate team that loves to push the bounds of creativity",https://jobs.lever.co/kaiber/c45252e8-9049-49cb-bd74-4fefa2418717
45,Kandji,IT Engineer,Miami,"About KandjiKandji is the Apple device management and security platform that empowers secure and productive global work. With Kandji, Apple devices transform themselves into enterprise-ready endpoints, with all the right apps, settings, and security systems in place. Through advanced automation and thoughtful experiences, we’re bringing much-needed harmony to the way IT, InfoSec, and Apple device users work today and tomorrow.Some of the smartest money in tech has partnered with Kandji to realize our vision, including Tiger Global, Felicis, Greycroft, First Round Capital, and Okta Ventures. In July 2024, Kandji raised $100 million in capital from General Catalyst, bringing Kandji’s valuation to $850 Million.Since Kandji’s Series C in 2021, the company has seen a 600%+ increase in annual recurring revenue, and its customer base has grown nearly 4X across 40+ industries. Notable customers include Allbirds, Canva, and Notion, and the company has partnerships with such industry giants as ServiceNow, AWS, and Okta.Kandji was also named to Forbes’ Next Billion Dollar Startup List 2023 and recognized as a top venture-backed startup with the potential to reach unicorn status.The OpportunityWe are seeking a driven, people-oriented IT Engineer to join our growing organization in Coral Gables, Miami, to provide high quality and detail-oriented IT support in a fast paced start up environment. This role will work onsite in our Coral Gables office, reporting to the Team Lead, IT and Security.IT TEAM VALUESCUSTOMER FIRST: Thoughtful in the approach, creation, and delivery of IT systems to end users. COMMUNICATION: Conveying information and ideas to individuals and groups in a focused and compelling way that delivers clear messages and ensures understanding.RADICAL CANDOR AND COLLABORATION: We are humble, transparent, and on a lifelong journey to be better humans together. We express strong opinions with kindness and proactively seek feedback. We listen, we share, we encourage, and we trust. We are quick to admit when we’re wrong and even faster to help one another win.CONTINUOUS IMPROVEMENT: Originating action to improve existing conditions and processes, identifying improvement opportunities, generating ideas, and implementing solutions. As well as actively improving your own technical skills and performance.",https://jobs.lever.co/kandji/7b3fcf41-fcb2-41d0-a362-ae954b51cb26
46,Kiva AI,AI Researcher (Scientist),"San Francisco, CA","About UsKiva AI is a San Francisco-based startup at the forefront of AI innovation, focused on delivering scalable solutions that push the boundaries of AI applications. We're revolutionizing data labeling, collection, and curation through our AI marketplace, leveraging cutting-edge technologies like AI and Web3 infrastructure. With over 70% of the multi-billion-dollar market's demand still unmet, we see a tremendous opportunity to establish ourselves as industry leaders. Backed by strong funding and guided by experienced industry veterans, Kiva AI is poised for exceptional growth and a transformative impact.About the RoleKiva AI is building the next generation of foundation for AI applications. We’re seeking an experienced AI Researcher to join our team. This person will play a pivotal role in building specialized AI models to empower applications for our global customers. You will be at the forefront of developing state-of-the-art language models with a strong emphasis on multilingual capabilities. You’ll partner closely with the CEO and Product and Engineering teams to transform customer needs into high-performing, impactful AI solutions.",https://jobs.lever.co/kivaai/c5188247-6130-4327-bd00-a203ca410425
47,Koddi,Junior Software Engineer Cohort,"Fort Worth, Texas","Koddi is excited to announce an Engineering training program geared towards recent graduates with Statistics or Computer Science degrees as well as recent grads who have completed coding bootcamps! The Koddi Cohort Program is an intensive 8-week training program that includes all aspects of Engineering at Koddi. In addition to technical training during this program, and on an ongoing basis, we will also provide instructor-led and self-paced leadership development opportunities.",https://jobs.lever.co/koddi/5d813cad-bb0d-46cc-b3e4-32b0307cb3b5
48,Loop,"Software Engineer, PHP/Laravel",Remote,"The Engineering Team at Loop is a balance of agility, consistency, and performance. These are the pillars that allow the team to constantly and consistently deliver value that matters to customers. That customer intimacy is what allows our engineering teams to be the best in our space, and bring the best ideas to the market.Right away, we’ve listed what we think you’ll be spending your time on. We’re growing fast, and growth means the challenges we’ll work on together will change as we lead Loop through new and different phases.This is an indispensable role with us, so we’ll be looking for you to have examples of when you’ve tackled these challenges throughout your career.  We’ve laid out the experience we think is important to set you up for success in this role. But, we appreciate that different humans will solve problems in different ways, so we don’t expect you to fit exactly in a box of requirements.Loop HQ is a state-of-the-art office located in Columbus, Ohio, and more than half of our team works remotely across the United States and Canada. You can choose to join us in the Columbus office or stay fully remote in this role.Our Tech Stack:While we use certain core technologies at Loop, the exact tech stack each team uses varies. To give you an idea of what you might work with should you join us, here are some examples: Vue.js, PHP/Laravel, Node.js, AWS Lambda, MySQL, DynamoDB, Docker, AWS Cloud, Atlassian.",https://jobs.lever.co/loopreturns/4365ce9b-941d-4162-a7d9-99613619ec16
